id,commercial_name,active,inscription_date,registry_num,formula,active_ingredient,pharma_comp,pharmaceutical_form,concentration,level_price,range_price,min_presentation_price,max_presentation_price,created_at,updated_at,hash
9340,FARMIONNI CEFALOTINA 1 g POLVO PARA SOLUCIÓN INYECTABLE ,A,2015-07-23,F034123072015,CEFALOTINA 1 g.,CEFALOTINA,PHARMAYECT S.A.,POLVO PARA SOLUCION INYECTABLE,1 g.,,,,,2019-12-17 17:46:27,2019-12-17 17:46:27,175d244ba1642473d804caf0c787bcc6
9341,CELTIUM COMPRIMIDOS RECUBIERTOS 10 mg,A,2014-07-24,F034124072014,ESCITALOPRAM OXALATO 12.77 mg.,ESCITALOPRAM OXALATO,"LABORATORIOS SAVAL, S.A.",COMPRIMIDOS RECUBIERTOS,12.77 mg.,,,,,2019-12-17 17:46:28,2019-12-17 17:46:28,2315e859cf5704b5c381b58eeb48f3b9
9342,DOLOCETAMIN FORTE 1g TABLETAS,A,2018-09-27,F034127092018,Paracetamol 1000 mg.,Paracetamol,LABORATORIO FARMACEUTICO FARDEL,TABLETAS,1000 mg.,,,,,2019-12-17 17:46:28,2019-12-17 17:46:28,d95fe2d5ff833c544da1446cc9fe258e
9343,ZYVOX 600mg TABLETAS RECUBIERTAS,A,2001-03-28,F034128032001,Linezolid 600 mg.,Linezolid,PFIZER PHARMACEUTICALS LLC,TABLETAS RECUBIERTAS,600 mg.,2.47,$74.03 - $74.03,74.03,74.03,2019-12-17 17:46:28,2019-12-17 17:46:28,d65ca7535b63bc160d605995acc8b156
9344,ACETAZOLAMIDA  GUTIS 250 mg TABLETAS ,A,2013-05-30,F034130052013,ACETAZOLAMIDA 250 mg.,ACETAZOLAMIDA,"GUTIS, LTDA.",TABLETAS,250 mg.,,,,,2019-12-17 17:46:28,2019-12-17 17:46:28,e555b52ce0aa1dc3f94aa42039489f6f
9345,PRAGMATEN 20 mg CAPSULAS,A,2017-08-31,F034131082017,Fluoxetina 20 mg.,Fluoxetina,C.I FARMACAPSULAS S.A.,CAPSULAS,20 mg.,,,,,2019-12-17 17:46:28,2019-12-17 17:46:28,8965bff1205dee5b4b82decf39f828ed
9346,CIPRO 750mg COMPRIMIDOS RECUBIERTOS,A,2016-07-07,F034207072016,CLORHIDRATO DE CIPROFLOXACINA 873 mg.,CLORHIDRATO DE CIPROFLOXACINA,"CORPORACION BONIMA, S.A. DE C.V.",COMPRIMIDOS RECUBIERTOS,873 mg.,,,,,2019-12-17 17:46:28,2019-12-17 17:46:28,d77a9347c1191adaeabde8be29b48c29
9347,ALDOCUMAR 5 MG COMPRIMIDOS,A,2012-08-16,F034216082012,WARFARINA SODICA 5 mg.,WARFARINA SODICA,"LABORATORIO ALDO-UNION, S.L",COMPRIMIDOS,5 mg.,0.35,$14.03 - $14.03,14.03,14.03,2019-12-17 17:46:28,2019-12-17 17:46:28,46323a66120ba14009f488c701b51375
9348,CEFADROXILO FLAMINGO 250mg/5mL PARA SUSPENSION ORAL,A,2019-07-18,,,,,,,,,,,2019-12-17 17:46:28,2019-12-17 17:46:28,2411480081ed7f7ed0ed03db996bbd10
9349,HERBALIFELINE  CAPSULAS  BLANDAS,A,2010-08-18,F034218082010,ACEITE DE PESCADO OMEGA 3 758.25 mg. + D-ALFA TOCOFEROL CONCENTRADO 1000 UI,ACEITE DE PESCADO OMEGA 3 + D-ALFA TOCOFEROL CONCENTRADO,NUTRA MANUFACTURING INC.,CAPSULAS BLANDAS,758.25 mg. + 1000 UI,,,,,2019-12-17 17:46:28,2019-12-17 17:46:28,bbfd24b443118a66c66f79b90dabcf23
9352,CELSENTRI 150 mg TABLETAS RECUBIERTAS,A,2008-08-27,F034227082008,MARAVIROC 150 mg.,MARAVIROC,PFIZER MANUFACTURING DEUTSCHLAND GMBH,TABLETAS RECUBIERTAS,150 mg.,,,,,2019-12-17 17:46:28,2019-12-17 17:46:28,98a3dde20fc127bb1e96ecb11a27c4d7
9353,ROSUVASTATINA 20 mg ARGUS SALUD TABLETA RECUBIERTA,A,2018-09-27,F034227092018,Rosuvastatina cálcica 20.8 mg.,Rosuvastatina cálcica,CAPLIN POINT LABORATORIES LTD.,TABLETA RECUBIERTA,20.8 mg.,,,,,2019-12-17 17:46:28,2019-12-17 17:46:28,7c5e9463980b0bc4232d60ef55c8a52a
9354,"GRANISETRON GUTIS 1 mg/mL (COMO CLORHIDRATO) SOLUCION INYECTABLE, GUTIS",A,2013-05-30,F034230052013,GRANISETRÓN  3.35 mg.,GRANISETRÓN ,"GUTIS, LTDA.",SOLUCION INYECTABLE,3.35 mg.,,,,,2019-12-17 17:46:28,2019-12-17 17:46:28,976705d854de18e7e5d524c3d28c7313
9355,AMOXICILINA SWISSFARM 500 mg CAPSULAS  ,A,2017-08-31,F034231082017,Amoxicilina 500 mg.,Amoxicilina,MANUFACTURERA MUNDIAL FARMACEUTICA S.A. ,CAPSULA,500 mg.,,,,,2019-12-17 17:46:28,2019-12-17 17:46:28,7fa9eae7f0b1624523a7d779f60d98e3
9356,CIPROFLOXACINO  500 mg TABLETAS RECUBIERTAS ,A,2011-11-03,F034303112011,CIPROFLOXACINO CLORHIDRATO 582.2 mg.,CIPROFLOXACINO CLORHIDRATO,STANTECH PHARMACEUTICALS PVT. LTD.,TABLETAS RECUBIERTAS,582.2 mg.,,,,,2019-12-17 17:46:28,2019-12-17 17:46:28,a2073b2393ee35acfc138d46a4e9c88a
9357,KETO-FUNGI 2% CREMA,A,2007-07-11,F034311072007,Ketoconazol 2 g.,Ketoconazol,LABORATORIO FARMACEUTICO ENMILEN,CREMA,2 g.,0.3,$4.23 - $6.22,4.23,6.22,2019-12-17 17:46:28,2019-12-17 17:46:28,e02985c7edd4cea72b9d48fb1b41f156
9358,LOPERAMIDA LV 2 mg TABLETA,A,2012-08-16,F034316082012,Loperamida clorhidrato 2 mg.,Loperamida clorhidrato,LABORATORIO FARMACEUTICO VIDES,TABLETAS,2 mg.,0,$0.18 - $0.18,0.18,0.18,2019-12-17 17:46:28,2019-12-17 17:46:28,450365ed488f3596a6482d1748054f80
9359,TADALAFILA 20mg EUROFARMA COMPRIMIDOS RECUBIERTOS,A,2019-07-18,,,,,,,,,,,2019-12-17 17:46:28,2019-12-17 17:46:28,73b60f586fe2ce89e63623d71f3a7909
9360,GENERADOR DE MOLIBDENO TECNECIO (99Mo/99M Tc) SOLUCIÓN INYECTABLE IV,A,2015-07-23,F034323072015,PERTECNETATO DE SODIO 99 N/A,PERTECNETATO DE SODIO,CENTRO DE ISOTOPOS (CENTIS),SOLUCION INYECTABLE,99 N/A,,,,,2019-12-17 17:46:28,2019-12-17 17:46:28,16108cdbbadb6400e59a573f48bdfdfb
9361,LYTIC SOLUCION INYECTABLE,A,2014-07-24,F034324072014,CIANOCOBALAMINA 0.45 mg. + L-ARGININA 3.3 mg. + GLUTATIONA HCl 2.2 mg.,CIANOCOBALAMINA + L-ARGININA + GLUTATIONA HCl,LABORATORIO FARMACEUTICO PAILL,SOLUCION INYECTABLE,0.45 mg. + 3.3 mg. + 2.2 mg.,,,,,2019-12-17 17:46:28,2019-12-17 17:46:28,98e511a3bb302671043727c09c2ad0d9
9362,ULTRAMENTAL JARABE,A,2010-08-25,F034325082010,GLICEROFOSFATO DE CALCIO 12.5 mg. + GLICEROFOSFATO DE CALCIO 12.5 mg. + Ácido glutámico 25 mg. + Ácido glutámico 25 mg. + VITAMINA B12 (CIANOCOBALAMINA) 5 mcg. + VITAMINA B12 (CIANOCOBALAMINA) 5 mcg. + L-LISINA 100 mg. + L-LISINA 100 mg. + VITAMINA B1 5 mg. + VITAMINA B1 5 mg. + VITAMINA B6 1.5 mg. + VITAMINA B6 1.5 mg. + VITAMINA B2 3 mg. + VITAMINA B2 3 mg. + VITAMINA B3 (NIACINAMIDA) 5 mg. + VITAMINA B3 (NIACINAMIDA) 5 mg.,GLICEROFOSFATO DE CALCIO + GLICEROFOSFATO DE CALCIO + Ácido glutámico + Ácido glutámico + VITAMINA B12 (CIANOCOBALAMINA) + VITAMINA B12 (CIANOCOBALAMINA) + L-LISINA + L-LISINA + VITAMINA B1 + VITAMINA B1 + VITAMINA B6 + VITAMINA B6 + VITAMINA B2 + VITAMINA B2 + VITAMINA B3 (NIACINAMIDA) + VITAMINA B3 (NIACINAMIDA),LABORATORIOS LOPEZ,JARABE,12.5 mg. + 12.5 mg. + 25 mg. + 25 mg. + 5 mcg. + 5 mcg. + 100 mg. + 100 mg. + 5 mg. + 5 mg. + 1.5 mg. + 1.5 mg. + 3 mg. + 3 mg. + 5 mg. + 5 mg.,0.06,$9.97 - $14.71,9.97,14.71,2019-12-17 17:46:28,2019-12-17 17:46:28,9fac1bca7bec3ef705313a387d7c1c04
9363,RHOPHYLAC  300 mcg  SOLUCION INYECTABLE,A,2008-08-27,F034327082008,PROTEINA DE PLASMA HUMANA 2 mL + INMUNOGLOBULINA HUMANA ANTI-D 1500 UI,PROTEINA DE PLASMA HUMANA + INMUNOGLOBULINA HUMANA ANTI-D,CSL BEHRING AG,SOLUCION INYECTABLE,2 mL + 1500 UI,,,,,2019-12-17 17:46:28,2019-12-17 17:46:28,549dc55f993349c88140d1e75c346d4b
9364,CETIRIZINA 5mg/5mL FG JARABE,A,2018-09-27,F034327092018,Cetirizina clorhidrato 5 mg.,Cetirizina clorhidrato,"WEXFORD LABORATORIES, PVT. LTD.",JARABE,5 mg.,0.14,$8.59 - $15.35,8.59,15.35,2019-12-17 17:46:28,2019-12-17 17:46:28,c4a4b3cf6abf7728e286100eb0bb6878
9365,ACICLOVIR SWISSFARM 200mg TABLETAS,A,2017-08-31,F034331082017,Aciclovir 200 mg.,Aciclovir,LABORATORIOS LA SANTE S.A.,TABLETAS,200 mg.,,,,,2019-12-17 17:46:28,2019-12-17 17:46:28,bd17e1b044a4dfe05fe1fa95c3224633
9366,"VIJOCAINA 2% CON EPINEFRINA 1:100,000 MPF SOLUCION INYECTABLE",A,2005-06-01,F034401062005,Lidocaína 20 mg. + Epinefrina 0.01 mg.,Lidocaína + Epinefrina,LABORATORIOS VIJOSA,SOLUCION INYECTABLE,20 mg. + 0.01 mg.,,,,,2019-12-17 17:46:28,2019-12-17 17:46:28,f9d2a7df49a7af81267646886fa630c9
9367,PROVASTATIN 10 mg TABLETAS RECUBIERTAS,A,2016-07-07,F034407072016,Rosuvastatina 10 mg.,Rosuvastatina,LABORATORIO TECNOFARMA,TABLETAS RECUBIERTAS,10 mg.,0.49,$3.41 - $3.41,3.41,3.41,2019-12-17 17:46:28,2019-12-17 17:46:28,56ad46bddb61322a2c31fcff8572b831
9368,CLOTRIMAZOL + NEOMICINA + DEXAMETASONA SWISSFARM (1.0%-0.5%-0.4%) CREMA TOPICA,A,2019-07-18,,,,,,,,,,,2019-12-17 17:46:29,2019-12-17 17:46:29,66ff0d54448943dc7c70b4af4adaf62f
9369,TRANQUINAL DUO 0.25 mg/50 mg COMPRIMIDOS,A,2015-07-23,F034423072015,SULPIRIDA 50 mg. + Alprazolam 0.25 mg.,SULPIRIDA + Alprazolam,"ARMSTRONG LABORATORIOS DE MEXICO, S.A. DE C.V.",COMPRIMIDOS,50 mg. + 0.25 mg.,,,,,2019-12-17 17:46:29,2019-12-17 17:46:29,cf4c30c9c58b801c2b508c07868285d7
9370,DICLOFENACO 75 mg/3 mL ARGUS SALUD-SOLUCION INYECTABLE,A,2014-07-24,F034424072014,DICLOFENACO SODICO 75 mg.,DICLOFENACO SODICO,M/S CAPLIN POINT LABORATORIES LTD,SOLUCION INYECTABLE,75 mg.,0.65,$195.00 - $195.00,195,195,2019-12-17 17:46:29,2019-12-17 17:46:29,f15aa4aba75e37326b94bca6421e4379
9371,EXFORGE  HCT 5/160/12.5 mg COMPRIMIDOS CON CUBIERTA PELICULAR,A,2010-08-25,F034425082010,Valsartán 160 mg. + Valsartán 160 mg. + Hidroclorotiazida 12.5 mg. + Hidroclorotiazida 12.5 mg. + BESILATO AMLODIPINO 6.94 mg. + BESILATO AMLODIPINO 6.94 mg.,Valsartán + Valsartán + Hidroclorotiazida + Hidroclorotiazida + BESILATO AMLODIPINO + BESILATO AMLODIPINO,NOVARTIS FARMACEUTICA S.A.,COMPRIMIDOS CON CUBIERTA PELICULAR,160 mg. + 160 mg. + 12.5 mg. + 12.5 mg. + 6.94 mg. + 6.94 mg.,2.14,$30.17 - $59.52,30.17,59.52,2019-12-17 17:46:29,2019-12-17 17:46:29,09c65691e571891d174573abfc86c0d3
9372,DRALITEM (TEMOZOLOMIDA) 250 mg. CAPSULAS ,A,2008-08-27,F034427082008,Temozolamida 250 mg. + Temozolamida 250 mg.,Temozolamida + Temozolamida,ASOFARMA S.A.I. Y C. ,CAPSULAS,250 mg. + 250 mg.,,,,,2019-12-17 17:46:29,2019-12-17 17:46:29,65ce4f83b2901e9dbfdee20360c8d315
9373,DICLOFENACO 1% GEL FG,A,2018-09-27,F034427092018,DICLOFENACO SODICO 1 g/100g,DICLOFENACO SODICO,"WEXFORD LABORATORIES, PVT. LTD.",GEL,1 g/100g,0.17,$6.97 - $6.97,6.97,6.97,2019-12-17 17:46:29,2019-12-17 17:46:29,2cef15f1f68d906d61786ca2c2c21cb5
9374,LORALER JARABE,A,2002-05-29,F034429052002,Loratadina 5 mg.,Loratadina,GAMMA LABORATORIES ,JARABE,5 mg.,0.07,$2.70 - $6.53,2.7,6.53,2019-12-17 17:46:29,2019-12-17 17:46:29,3bc99553e57b4927f3e282d9dfaae175
9375,"RIMONT (HALOPERIDOL 5 mg), TABLETAS",A,2013-05-30,F034430052013,Haloperidol 5 mg.,Haloperidol,"GUTIS, LTDA.",TABLETAS,5 mg.,,,,,2019-12-17 17:46:29,2019-12-17 17:46:29,821227d7e915b02ca5fb79174fe9a1eb
9376,BELLAFACE 20 TABLETA RECUBIERTA,A,2017-08-31,F034431082017,Etinilestradiol 0.02 mg. + DIENOGEST 2 mg.,Etinilestradiol + DIENOGEST,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,TABLETA RECUBIERTA,0.02 mg. + 2 mg.,0.62,$17.43 - $17.43,17.43,17.43,2019-12-17 17:46:29,2019-12-17 17:46:29,abd205997cda77e1cdc2acf9f184484e
9377,PROVASTATIN 5 mg TABLETAS RECUBIERTAS,A,2016-07-07,F034507072016,Rosuvastatina 5 mg.,Rosuvastatina,LABORATORIO TECNOFARMA,TABLETAS RECUBIERTAS,5 mg.,0.47,$3.31 - $3.31,3.31,3.31,2019-12-17 17:46:29,2019-12-17 17:46:29,027c0732b44ab0ba16f38e1d4b1ec388
9378,QUOTAL 500 mg COMPRIMIDOS RECUBIERTOS,A,2009-07-08,F034508072009,AZITROMICINA DIHIDRATO 524 mg.,AZITROMICINA DIHIDRATO,"LABORATORIOS ROWE, S.R.L.",COMPRIMIDOS RECUBIERTOS,524 mg.,2.46,$3.29 - $59.19,3.29,59.19,2019-12-17 17:46:29,2019-12-17 17:46:29,0aada54e149aef6756c86f30c8de545a
9379,"S II VACUNA BCG  (LIOFILIZADO), POLVO PARA SUSPENSION INYECTABLE",A,2005-05-18,F034518052005,"Cepa Atenuada Mycobacterium bovis (Bacillus Calmette-Guerin, BCG) 0.5 x10^6","Cepa Atenuada Mycobacterium bovis (Bacillus Calmette-Guerin, BCG)",SERUM INSTITUTE OF INDIA PVT LTDA,POLVO PARA SUSPENSION INYECTABLE,0.5 x10^6,,,,,2019-12-17 17:46:29,2019-12-17 17:46:29,9a5d173016a79567384f67023c7ab586
9380,FENEBRA 100mg TABLETAS MASTICABLES Y/O DISPERSABLES,A,2019-07-18,,,,,,,,,,,2019-12-17 17:46:29,2019-12-17 17:46:29,91cf64b9986498a5e2ccf725f2d0d51e
9381,QUIMARA-1 50mg/g CREMA,A,2015-07-23,F034523072015,IMIQUIMOD 50 mg.,IMIQUIMOD,LABORATORIOS LIOMONT S.A. DE C.V.,CREMA,50 mg.,13.21,$39.64 - $39.64,39.64,39.64,2019-12-17 17:46:29,2019-12-17 17:46:29,85a812099f4dac4ef17bd1df9341678f
9382,VENAFLOX DIOSMINA 450 mg + HESPERIDINA 50 mg TABLETAS RECUBIERTAS,A,2014-07-24,F034524072014,Hesperidina 50 mg. + Diosmina 450 mg.,Hesperidina + Diosmina,"LABORATORIOS STEIN, S.A. ",TABLETAS RECUBIERTAS,50 mg. + 450 mg.,,,,,2019-12-17 17:46:29,2019-12-17 17:46:29,2918b94fab91463973ca917109e48a85
9383,EXFORGE HCT 10/160/12.5 mg COMPRIMIDOS CON CUBIERTA PELICULAR,A,2010-08-25,F034525082010,Besilato de amlodipino 13.87 mg. + Besilato de amlodipino 13.87 mg. + Valsartán 160 mg. + Valsartán 160 mg. + Hidroclorotiazida 12.5 mg. + Hidroclorotiazida 12.5 mg.,Besilato de amlodipino + Besilato de amlodipino + Valsartán + Valsartán + Hidroclorotiazida + Hidroclorotiazida,NOVARTIS FARMACEUTICA S.A.,COMPRIMIDOS CON CUBIERTA PELICULAR,13.87 mg. + 13.87 mg. + 160 mg. + 160 mg. + 12.5 mg. + 12.5 mg.,1.87,$27.86 - $49.11,27.86,49.11,2019-12-17 17:46:29,2019-12-17 17:46:29,0642dfca8935f8d89e3297b389645192
9384,CALADRYL CLEAR LOCION,A,1999-05-26,F034526051999,ACETATO DE ZINC 0.1 g. + PRAMOXINA CLORHIDRATO 1 g.,ACETATO DE ZINC + PRAMOXINA CLORHIDRATO,JANSSEN-CILAG S.A. DE C.V.,LOCION,0.1 g. + 1 g.,0.04,$5.38 - $5.38,5.38,5.38,2019-12-17 17:46:29,2019-12-17 17:46:29,94decde4df54158c2d129d8965b6b0ca
9385,DRALITEM (TEMOZOLOMIDA) 100 mg CAPSULAS ,A,2008-08-27,F034527082008,Temozolamida 100 mg. + Temozolamida 100 mg.,Temozolamida + Temozolamida,ASOFARMA S.A.I. Y C. ,CAPSULAS,100 mg. + 100 mg.,,,,,2019-12-17 17:46:29,2019-12-17 17:46:29,fc9d53274e0b689f2a8afab51293a9a6
9386,DRAMANYL  25 mg/5 mL SOLUCION ORAL,A,2018-09-27,F034527092018,Dimenhidrinato 25 mg.,Dimenhidrinato,LABORATORIO FARMACEUTICO PAILL,SOLUCION ORAL,25 mg.,,,,,2019-12-17 17:46:29,2019-12-17 17:46:29,0a9e9c49ac86e8cbad695585c84264d2
9387,PEPTONUM LINFAR MO SOLUCION ORAL,A,2000-05-31,F034531052000,AMINOACIDOS Y POLIPEPTIDOS 10 g.,AMINOACIDOS Y POLIPEPTIDOS,LINFAR S.R.L.,SOLUCION ORAL,10 g.,,,,,2019-12-17 17:46:29,2019-12-17 17:46:29,f64418d155c5a034247326c50b909575
9388,FARMICINA TABLETA,A,2001-03-07,F034607032001,Azitromicina 500 mg. + Azitromicina 500 mg.,Azitromicina + Azitromicina,LABORATORIO FARMACEUTICO FARDEL,TABLETA,500 mg. + 500 mg.,3.1,$9.29 - $9.29,9.29,9.29,2019-12-17 17:46:29,2019-12-17 17:46:29,117215e64e24495124b3f4fbac2e44d8
9389,FEVENY 0.625mg/g CREMA VAGINAL,A,2016-07-07,F034607072016,Estrógenos conjugados 62.5 mg.,Estrógenos conjugados,"XINJIANG NUZILINE BIOPHARMACEUTICAL CO., LTD.",CREMA VAGINAL,62.5 mg.,,,,,2019-12-17 17:46:29,2019-12-17 17:46:29,eb95484ae93f60642fb921ad27e82455
9390,AMBROKEM COMPOSITUM (7.5 mg/5 mcg)/5 mL JARABE,A,2009-07-08,F034608072009,CLORHIDRATO DE AMBROXOL  7.5 mg. + clembuterol 5 mcg.,CLORHIDRATO DE AMBROXOL  + clembuterol,LABORATORIOS MEDIKEM,JARABE,7.5 mg. + 5 mcg.,0.12,$9.43 - $11.00,9.43,11,2019-12-17 17:46:29,2019-12-17 17:46:29,32a07884bd533adef2dd8f53a2728604
9391,SIFROL ER 1.5mg TABLETAS DE LIBERACION PROLONGADA,A,2012-08-16,F034616082012,DICLORHIDRATO DE PRAMIPEXOL MONOHIDRATADO 1.5 mg.,DICLORHIDRATO DE PRAMIPEXOL MONOHIDRATADO,BOEHRINGER INGELHEIM PHARMA GMBH & CO KG,TABLETAS DE LIBERACION PROLONGADA,1.5 mg.,4.41,$56.80 - $94.02,56.8,94.02,2019-12-17 17:46:30,2019-12-17 17:46:30,51c32aafafc2c8f5f7ea2938f68266c4
9392,S II VACUNA ANTIDIFTERICA Y ANTITETANICA ADSORBIDA PARA ADULTOS Y ADOLESCENTES SUSPENSION INYECTABLE.,A,2005-05-18,F034618052005,TOXOIDE DIFTERICO 2 UI + TOXOIDE TETANICO 40 UI,TOXOIDE DIFTERICO + TOXOIDE TETANICO,SERUM INSTITUTE OF INDIA PVT LTDA,SUSPENSION INYECTABLE,2 UI + 40 UI,,,,,2019-12-17 17:46:30,2019-12-17 17:46:30,07e668c1430655b3c6e6f8233200b75d
9393,MYTEDOM 10 mg/mL SOLUCIÓN INYECTABLE,A,2019-07-18,,,,,,,,,,,2019-12-17 17:46:30,2019-12-17 17:46:30,8681ac7f29c9640482efc118216fd6cb
9394,NEBIVOLOL SANDOZ 5 mg TABLETAS,A,2015-07-23,F034623072015,CLORHIDRATO DE NEBIVOLOL 5.45 mg.,CLORHIDRATO DE NEBIVOLOL,SANDOZ ILAC SANAYI VE TICARET A.S.,TABLETA,5.45 mg.,,,,,2019-12-17 17:46:30,2019-12-17 17:46:30,ed602dc7d9f59b76946b12b142415c1e
9395,DALHIA ACETATO DE CLORMADINONA 2.0 mg Y ETINILESTRADIOL 0.03 mg TABLETAS RECUBIERTAS,A,2014-07-24,F034624072014,ACETATO DE CLORMADINONA 2 mg. + Etinilestradiol 0.03 mg.,ACETATO DE CLORMADINONA + Etinilestradiol,LABORATORIOS LEON FARMA S.A.,TABLETAS RECUBIERTAS,2 mg. + 0.03 mg.,,,,,2019-12-17 17:46:30,2019-12-17 17:46:30,095189914d0bebdfb2b88229903fa4de
9396,MEGLUMINA ANTIMONIATO PL 300 mg/mL SOLUCION INYECTABLE,A,2018-09-27,F034627092018,Meglumina antimoniato 300 mg/ml,Meglumina antimoniato,LABORATORIO FARMACEUTICO PAILL,SOLUCION INYECTABLE,300 mg/ml,,,,,2019-12-17 17:46:30,2019-12-17 17:46:30,12e0f29fbaf58833e131da32955f8318
9397,AMPICILINA Y SULBACTAM CSPC 1.5 g/VIAL POLVO ESTERIL PARA INYECCION (POLVO ESTERIL PARA PREPARAR SOLUCION PARA INYECCION),A,2013-05-30,F034630052013,SULBACTAM 0.5 g. + AMPICILINA BASE  1 g.,SULBACTAM + AMPICILINA BASE ,"CSPC ZHONGNUO PHARMACEUTICAL (SHIJIAZHUANG) CO., LTD.",POLVO ESTERIL PARA PREPARAR SOLUCION PARA INYECCION,0.5 g. + 1 g.,,,,,2019-12-17 17:46:30,2019-12-17 17:46:30,50fe96c7d5cb2046e8e4ee3ddc89cee2
9398,PEPTONUM LINFAR CRB SOLUCION ORAL,A,2000-05-31,F034631052000,AMINOACIDOS Y POLIPEPTIDOS 10 g.,AMINOACIDOS Y POLIPEPTIDOS,LINFAR S.R.L.,SOLUCION ORAL,10 g.,0.78,$46.93 - $46.93,46.93,46.93,2019-12-17 17:46:30,2019-12-17 17:46:30,157eb4b6548a5c6550b4b816967d2148
9399,ESENCIA DE MENTA S&M SOLUCION ORAL,A,2006-05-31,F034631052006,ALCOHOL ETILICO 90° G.L. 40 ml. + ACEITE ESENCIAL DE MENTA 0.044 ml.,ALCOHOL ETILICO 90° G.L. + ACEITE ESENCIAL DE MENTA,LABORATORIOS S&M,SOLUCION ORAL,40 ml. + 0.044 ml.,0.01,$1.06 - $2.75,1.06,2.75,2019-12-17 17:46:30,2019-12-17 17:46:30,8fd56212ca6e25a8401188c67c832da1
9400,NIDAZOXREAL 100mg/5mL POLVO PARA RECONSTITUIR SUSPENSION ,A,2016-07-07,F034707072016,NITAZOXANIDA 100 mg.,NITAZOXANIDA,LABORATORIO FARMACEUTICO FARDEL,POLVO PARA RECONSTITUIR A SUSPENSION ORAL,100 mg.,,,,,2019-12-17 17:46:30,2019-12-17 17:46:30,7cac411b6ac91b2f976000024e8e864b
9401,TREXED 500 mg - PEMETREXED  POLVO LIOFILIZADO PARA USO PARENTERAL,A,2017-09-07,F034707092017,PEMETREXED 500 mg.,PEMETREXED,CELON LABORATORIES PRIVATE LIMITED,POLVO LIOFILIZADO PARA INFUSION INTRAVENOSA,500 mg.,,,,,2019-12-17 17:46:30,2019-12-17 17:46:30,6365498bc6bb99ab0368cbcdc7e6b8c4
9469,TOSYM EXPECTORANTE JARABE,A,2003-07-09,F035209072003,Guaifenesina 100 mg.,Guaifenesina,LABORATORIOS S&M,JARABE,100 mg.,,,,,2019-12-17 17:46:34,2019-12-17 17:46:34,9c1eefe0612e7e8c4d93f31db4ca188e
9402,NEURONAL 75 mg CAPSULAS,A,2009-07-08,F034708072009,PREGABALINA 75 mg. + PREGABALINA 75 mg.,PREGABALINA + PREGABALINA,MEGA LABS S.A.,CAPSULA,75 mg. + 75 mg.,1.17,$26.53 - $40.96,26.53,40.96,2019-12-17 17:46:30,2019-12-17 17:46:30,06418771c8020cc836d8553508527e1a
9403,CIPROFLOXACINA RL 500 mg  COMPRIMIDOS RECUBIERTOS.,A,2004-06-09,F034709062004,CIPROFLOXACINO CLORHIDRATO 582.19 mg.,CIPROFLOXACINO CLORHIDRATO,"LABORATORIOS RICHAM S.A., GUATEMALA ",COMPRIMIDO RECUBIERTO,582.19 mg.,,,,,2019-12-17 17:46:30,2019-12-17 17:46:30,7d591b4fd92a6117f937ab682b52534a
9404,DHA CAPSULAS DE GELATINA BLANDA,A,2012-08-16,F034716082012,LIPIDOS MARINOS 500 mg.,LIPIDOS MARINOS,NORDIC NATURALS INC.,CAPSULAS DE GELATINA BLANDA,500 mg.,0.49,$44.24 - $44.24,44.24,44.24,2019-12-17 17:46:30,2019-12-17 17:46:30,a34d003aadcf25f4ac109fc458a4a8ba
9405,"S II VACUNA ADSORBIDA ANTIDIFTERICA, ANTITETANICA Y CONTRA LA TOS FERINA  SUSPENSION INYECTABLE",A,2005-05-18,F034718052005,TOXOIDE DE TETANOS 40 UI + TOXOIDE DE DIFTERIA 30 UI + B. pertussis 4 UI,TOXOIDE DE TETANOS + TOXOIDE DE DIFTERIA + B. pertussis,SERUM INSTITUTE OF INDIA PVT LTDA,SUSPENSION INYECTABLE,40 UI + 30 UI + 4 UI,,,,,2019-12-17 17:46:30,2019-12-17 17:46:30,c7196ae213440da705dc708666b0f191
9406,PROPOFOL 1% EMULSION INYECTABLE FRESENIUS,A,2019-07-18,,,,,,,,,,,2019-12-17 17:46:31,2019-12-17 17:46:31,8478a1f3791c591f4ed2602019976df9
9407,SALICILATO DE METILO-FD UNGUENTO,A,2001-03-21,F034721032001,SALICILATO DE METILO 10 g.,SALICILATO DE METILO,LABORATORIO FARMACEUTICO FARDEL,UNGUENTO,10 g.,0.04,$1.20 - $1.20,1.2,1.2,2019-12-17 17:46:31,2019-12-17 17:46:31,032c3d23dd217f7d04fb0b944b77f853
9408,AMVAL 5/160 mg TABLETAS RECUBIERTAS LAFRANCOL S.A.S.,A,2015-07-23,F034723072015,BESILATO DE AMLODIPINO 5 mg. + Valsartán 160 mg.,BESILATO DE AMLODIPINO + Valsartán,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,TABLETAS RECUBIERTAS,5 mg. + 160 mg.,1.26,$35.28 - $35.28,35.28,35.28,2019-12-17 17:46:31,2019-12-17 17:46:31,a44fce62c8a3255987eeb3eb6266993d
